Rack Position,Steering Wheel,Right Wheel Toe In
-0.016,-1.694117647,-0.404
-0.015,-1.588235294,-0.379
-0.014,-1.482352941,-0.354
-0.013,-1.376470588,-0.328
-0.012,-1.270588235,-0.303
-0.011,-1.164705882,-0.278
-0.01,-1.058823529,-0.253
-0.009,-0.952941176,-0.227
-0.008,-0.847058824,-0.202
-0.007,-0.741176471,-0.177
-0.006,-0.635294118,-0.152
-0.005,-0.529411765,-0.126
-0.004,-0.423529412,-0.101
-0.003,-0.317647059,-0.076
-0.002,-0.211764706,-0.051
-0.001,-0.105882353,-0.025
0,0,0
0.001,0.105882353,0.025
0.002,0.211764706,0.051
0.003,0.317647059,0.076
0.004,0.423529412,0.101
0.005,0.529411765,0.127
0.006,0.635294118,0.152
0.007,0.741176471,0.177
0.008,0.847058824,0.202
0.009,0.952941176,0.228
0.01,1.058823529,0.253
0.011,1.164705882,0.278
0.012,1.270588235,0.304
0.013,1.376470588,0.329
0.014,1.482352941,0.354
0.015,1.588235294,0.38
0.016,1.694117647,0.405
0.017,1.8,0.431
0.018,1.905882353,0.456
0.019,2.011764706,0.481
0.02,2.117647059,0.507
0.021,2.223529412,0.532
0.022,2.329411765,0.557
0.023,2.435294118,0.583
0.024,2.541176471,0.608
0.025,2.647058824,0.634
0.026,2.752941176,0.659
0.027,2.858823529,0.684
0.028,2.964705882,0.71
0.029,3.070588235,0.735
0.03,3.176470588,0.761
0.031,3.282352941,0.786
0.032,3.388235294,0.811
0.033,3.494117647,0.837
0.034,3.6,0.862
0.035,3.705882353,0.888
0.036,3.811764706,0.913
0.037,3.917647059,0.939
0.038,4.023529412,0.964
0.039,4.129411765,0.99
0.04,4.235294118,1.015
0.041,4.341176471,1.04
0.042,4.447058824,1.066
0.043,4.552941176,1.091
0.044,4.658823529,1.117
0.045,4.764705882,1.142
0.046,4.870588235,1.168
0.047,4.976470588,1.193
0.048,5.082352941,1.219
0.049,5.188235294,1.244
0.05,5.294117647,1.27
0.051,5.4,1.295
0.052,5.505882353,1.321
0.053,5.611764706,1.346
0.054,5.717647059,1.372
0.055,5.823529412,1.397
0.056,5.929411765,1.423
0.057,6.035294118,1.448
0.058,6.141176471,1.474
0.059,6.247058824,1.499
0.06,6.352941176,1.525
0.061,6.458823529,1.551
0.062,6.564705882,1.576
0.063,6.670588235,1.602
0.064,6.776470588,1.627
0.065,6.882352941,1.653
0.066,6.988235294,1.678
0.067,7.094117647,1.704
0.068,7.2,1.729
0.069,7.305882353,1.755
0.07,7.411764706,1.781
0.071,7.517647059,1.806
0.072,7.623529412,1.832
0.073,7.729411765,1.857
0.074,7.835294118,1.883
0.075,7.941176471,1.909
0.076,8.047058824,1.934
0.077,8.152941176,1.96
0.078,8.258823529,1.986
0.079,8.364705882,2.011
0.08,8.470588235,2.037
0.081,8.576470588,2.062
0.082,8.682352941,2.088
0.083,8.788235294,2.114
0.084,8.894117647,2.139
0.085,9,2.165
0.086,9.105882353,2.191
0.087,9.211764706,2.216
0.088,9.317647059,2.242
0.089,9.423529412,2.268
0.09,9.529411765,2.293
0.091,9.635294118,2.319
0.092,9.741176471,2.345
0.093,9.847058824,2.37
0.094,9.952941176,2.396
0.095,10.05882353,2.422
0.096,10.16470588,2.447
0.097,10.27058824,2.473
0.098,10.37647059,2.499
0.099,10.48235294,2.525
0.1,10.58823529,2.55
0.101,10.69411765,2.576
0.102,10.8,2.602
0.103,10.90588235,2.628
0.104,11.01176471,2.653
0.105,11.11764706,2.679
0.106,11.22352941,2.705
0.107,11.32941176,2.731
0.108,11.43529412,2.756
0.109,11.54117647,2.782
0.11,11.64705882,2.808
0.111,11.75294118,2.834
0.112,11.85882353,2.859
0.113,11.96470588,2.885
0.114,12.07058824,2.911
0.115,12.17647059,2.937
0.116,12.28235294,2.963
0.117,12.38823529,2.988
0.118,12.49411765,3.014
0.119,12.6,3.04
0.12,12.70588235,3.066
0.121,12.81176471,3.092
0.122,12.91764706,3.117
0.123,13.02352941,3.143
0.124,13.12941176,3.169
0.125,13.23529412,3.195
0.126,13.34117647,3.221
0.127,13.44705882,3.247
0.128,13.55294118,3.273
0.129,13.65882353,3.298
0.13,13.76470588,3.324
0.131,13.87058824,3.35
0.132,13.97647059,3.376
0.133,14.08235294,3.402
0.134,14.18823529,3.428
0.135,14.29411765,3.454
0.136,14.4,3.48
0.137,14.50588235,3.505
0.138,14.61176471,3.531
0.139,14.71764706,3.557
0.14,14.82352941,3.583
0.141,14.92941176,3.609
0.142,15.03529412,3.635
0.143,15.14117647,3.661
0.144,15.24705882,3.687
0.145,15.35294118,3.713
0.146,15.45882353,3.739
0.147,15.56470588,3.765
0.148,15.67058824,3.791
0.149,15.77647059,3.817
0.15,15.88235294,3.843
0.151,15.98823529,3.869
0.152,16.09411765,3.895
0.153,16.2,3.921
0.154,16.30588235,3.946
0.155,16.41176471,3.972
0.156,16.51764706,3.998
0.157,16.62352941,4.024
0.158,16.72941176,4.05
0.159,16.83529412,4.076
0.16,16.94117647,4.103
0.161,17.04705882,4.129
0.162,17.15294118,4.155
0.163,17.25882353,4.181
0.164,17.36470588,4.207
0.165,17.47058824,4.233
0.166,17.57647059,4.259
0.167,17.68235294,4.285
0.168,17.78823529,4.311
0.169,17.89411765,4.337
0.17,18,4.363
0.171,18.10588235,4.389
0.172,18.21176471,4.415
0.173,18.31764706,4.441
0.174,18.42352941,4.467
0.175,18.52941176,4.493
0.176,18.63529412,4.519
0.177,18.74117647,4.546
0.178,18.84705882,4.572
0.179,18.95294118,4.598
0.18,19.05882353,4.624
0.181,19.16470588,4.65
0.182,19.27058824,4.676
0.183,19.37647059,4.702
0.184,19.48235294,4.728
0.185,19.58823529,4.755
0.186,19.69411765,4.781
0.187,19.8,4.807
0.188,19.90588235,4.833
0.189,20.01176471,4.859
0.19,20.11764706,4.885
0.191,20.22352941,4.912
0.192,20.32941176,4.938
0.193,20.43529412,4.964
0.194,20.54117647,4.99
0.195,20.64705882,5.016
0.196,20.75294118,5.043
0.197,20.85882353,5.069
0.198,20.96470588,5.095
0.199,21.07058824,5.121
0.2,21.17647059,5.147
0.201,21.28235294,5.174
0.202,21.38823529,5.2
0.203,21.49411765,5.226
0.204,21.6,5.252
0.205,21.70588235,5.279
0.206,21.81176471,5.305
0.207,21.91764706,5.331
0.208,22.02352941,5.357
0.209,22.12941176,5.384
0.21,22.23529412,5.41
0.211,22.34117647,5.436
0.212,22.44705882,5.462
0.213,22.55294118,5.489
0.214,22.65882353,5.515
0.215,22.76470588,5.541
0.216,22.87058824,5.568
0.217,22.97647059,5.594
0.218,23.08235294,5.62
0.219,23.18823529,5.647
0.22,23.29411765,5.673
0.221,23.4,5.699
0.222,23.50588235,5.726
0.223,23.61176471,5.752
0.224,23.71764706,5.778
0.225,23.82352941,5.805
0.226,23.92941176,5.831
0.227,24.03529412,5.858
0.228,24.14117647,5.884
0.229,24.24705882,5.91
0.23,24.35294118,5.937
0.231,24.45882353,5.963
0.232,24.56470588,5.989
0.233,24.67058824,6.016
0.234,24.77647059,6.042
0.235,24.88235294,6.069
0.236,24.98823529,6.095
0.237,25.09411765,6.122
0.238,25.2,6.148
0.239,25.30588235,6.174
0.24,25.41176471,6.201
0.241,25.51764706,6.227
0.242,25.62352941,6.254
0.243,25.72941176,6.28
0.244,25.83529412,6.307
0.245,25.94117647,6.333
0.246,26.04705882,6.36
0.247,26.15294118,6.386
0.248,26.25882353,6.413
0.249,26.36470588,6.439
0.25,26.47058824,6.466
0.251,26.57647059,6.492
0.252,26.68235294,6.519
0.253,26.78823529,6.545
0.254,26.89411765,6.572
0.255,27,6.598
0.256,27.10588235,6.625
0.257,27.21176471,6.651
0.258,27.31764706,6.678
0.259,27.42352941,6.704
0.26,27.52941176,6.731
0.261,27.63529412,6.758
0.262,27.74117647,6.784
0.263,27.84705882,6.811
0.264,27.95294118,6.837
0.265,28.05882353,6.864
0.266,28.16470588,6.891
0.267,28.27058824,6.917
0.268,28.37647059,6.944
0.269,28.48235294,6.97
0.27,28.58823529,6.997
0.271,28.69411765,7.024
0.272,28.8,7.05
0.273,28.90588235,7.077
0.274,29.01176471,7.104
0.275,29.11764706,7.13
0.276,29.22352941,7.157
0.277,29.32941176,7.184
0.278,29.43529412,7.21
0.279,29.54117647,7.237
0.28,29.64705882,7.264
0.281,29.75294118,7.29
0.282,29.85882353,7.317
0.283,29.96470588,7.344
0.284,30.07058824,7.37
0.285,30.17647059,7.397
0.286,30.28235294,7.424
0.287,30.38823529,7.45
0.288,30.49411765,7.477
0.289,30.6,7.504
0.29,30.70588235,7.531
0.291,30.81176471,7.557
0.292,30.91764706,7.584
0.293,31.02352941,7.611
0.294,31.12941176,7.638
0.295,31.23529412,7.665
0.296,31.34117647,7.691
0.297,31.44705882,7.718
0.298,31.55294118,7.745
0.299,31.65882353,7.772
0.3,31.76470588,7.798
0.301,31.87058824,7.825
0.302,31.97647059,7.852
0.303,32.08235294,7.879
0.304,32.18823529,7.906
0.305,32.29411765,7.933
0.306,32.4,7.959
0.307,32.50588235,7.986
0.308,32.61176471,8.013
0.309,32.71764706,8.04
0.31,32.82352941,8.067
0.311,32.92941176,8.094
0.312,33.03529412,8.121
0.313,33.14117647,8.148
0.314,33.24705882,8.174
0.315,33.35294118,8.201
0.316,33.45882353,8.228
0.317,33.56470588,8.255
0.318,33.67058824,8.282
0.319,33.77647059,8.309
0.32,33.88235294,8.336
0.321,33.98823529,8.363
0.322,34.09411765,8.39
0.323,34.2,8.417
0.324,34.30588235,8.444
0.325,34.41176471,8.471
0.326,34.51764706,8.498
0.327,34.62352941,8.525
0.328,34.72941176,8.552
0.329,34.83529412,8.579
0.33,34.94117647,8.606
0.331,35.04705882,8.633
0.332,35.15294118,8.66
0.333,35.25882353,8.687
0.334,35.36470588,8.714
0.335,35.47058824,8.741
0.336,35.57647059,8.768
0.337,35.68235294,8.795
0.338,35.78823529,8.822
0.339,35.89411765,8.849
0.34,36,8.876
0.341,36.10588235,8.903
0.342,36.21176471,8.93
0.343,36.31764706,8.957
0.344,36.42352941,8.984
0.345,36.52941176,9.011
0.346,36.63529412,9.038
0.347,36.74117647,9.066
0.348,36.84705882,9.093
0.349,36.95294118,9.12
0.35,37.05882353,9.147
0.351,37.16470588,9.174
0.352,37.27058824,9.201
0.353,37.37647059,9.228
0.354,37.48235294,9.256
0.355,37.58823529,9.283
0.356,37.69411765,9.31
0.357,37.8,9.337
0.358,37.90588235,9.364
0.359,38.01176471,9.391
0.36,38.11764706,9.419
0.361,38.22352941,9.446
0.362,38.32941176,9.473
0.363,38.43529412,9.5
0.364,38.54117647,9.527
0.365,38.64705882,9.555
0.366,38.75294118,9.582
0.367,38.85882353,9.609
0.368,38.96470588,9.636
0.369,39.07058824,9.664
0.37,39.17647059,9.691
0.371,39.28235294,9.718
0.372,39.38823529,9.745
0.373,39.49411765,9.773
0.374,39.6,9.8
0.375,39.70588235,9.827
0.376,39.81176471,9.855
0.377,39.91764706,9.882
0.378,40.02352941,9.909
0.379,40.12941176,9.937
0.38,40.23529412,9.964
0.381,40.34117647,9.991
0.382,40.44705882,10.019
0.383,40.55294118,10.046
0.384,40.65882353,10.073
0.385,40.76470588,10.101
0.386,40.87058824,10.128
0.387,40.97647059,10.156
0.388,41.08235294,10.183
0.389,41.18823529,10.21
0.39,41.29411765,10.238
0.391,41.4,10.265
0.392,41.50588235,10.293
0.393,41.61176471,10.32
0.394,41.71764706,10.347
0.395,41.82352941,10.375
0.396,41.92941176,10.402
0.397,42.03529412,10.43
0.398,42.14117647,10.457
0.399,42.24705882,10.485
0.4,42.35294118,10.512
0.401,42.45882353,10.54
0.402,42.56470588,10.567
0.403,42.67058824,10.595
0.404,42.77647059,10.622
0.405,42.88235294,10.65
0.406,42.98823529,10.677
0.407,43.09411765,10.705
0.408,43.2,10.732
0.409,43.30588235,10.76
0.41,43.41176471,10.787
0.411,43.51764706,10.815
0.412,43.62352941,10.842
0.413,43.72941176,10.87
0.414,43.83529412,10.898
0.415,43.94117647,10.925
0.416,44.04705882,10.953
0.417,44.15294118,10.98
0.418,44.25882353,11.008
0.419,44.36470588,11.036
0.42,44.47058824,11.063
0.421,44.57647059,11.091
0.422,44.68235294,11.119
0.423,44.78823529,11.146
0.424,44.89411765,11.174
0.425,45,11.202
0.426,45.10588235,11.229
0.427,45.21176471,11.257
0.428,45.31764706,11.285
0.429,45.42352941,11.312
0.43,45.52941176,11.34
0.431,45.63529412,11.368
0.432,45.74117647,11.395
0.433,45.84705882,11.423
0.434,45.95294118,11.451
0.435,46.05882353,11.479
0.436,46.16470588,11.506
0.437,46.27058824,11.534
0.438,46.37647059,11.562
0.439,46.48235294,11.59
0.44,46.58823529,11.617
0.441,46.69411765,11.645
0.442,46.8,11.673
0.443,46.90588235,11.701
0.444,47.01176471,11.729
0.445,47.11764706,11.756
0.446,47.22352941,11.784
0.447,47.32941176,11.812
0.448,47.43529412,11.84
0.449,47.54117647,11.868
0.45,47.64705882,11.896
0.451,47.75294118,11.923
0.452,47.85882353,11.951
0.453,47.96470588,11.979
0.454,48.07058824,12.007
0.455,48.17647059,12.035
0.456,48.28235294,12.063
0.457,48.38823529,12.091
0.458,48.49411765,12.119
0.459,48.6,12.147
0.46,48.70588235,12.174
0.461,48.81176471,12.202
0.462,48.91764706,12.23
0.463,49.02352941,12.258
0.464,49.12941176,12.286
0.465,49.23529412,12.314
0.466,49.34117647,12.342
0.467,49.44705882,12.37
0.468,49.55294118,12.398
0.469,49.65882353,12.426
0.47,49.76470588,12.454
0.471,49.87058824,12.482
0.472,49.97647059,12.51
0.473,50.08235294,12.538
0.474,50.18823529,12.566
0.475,50.29411765,12.594
0.476,50.4,12.622
0.477,50.50588235,12.651
0.478,50.61176471,12.679
0.479,50.71764706,12.707
0.48,50.82352941,12.735
0.481,50.92941176,12.763
0.482,51.03529412,12.791
0.483,51.14117647,12.819
0.484,51.24705882,12.847
0.485,51.35294118,12.875
0.486,51.45882353,12.904
0.487,51.56470588,12.932
0.488,51.67058824,12.96
0.489,51.77647059,12.988
0.49,51.88235294,13.016
0.491,51.98823529,13.044
0.492,52.09411765,13.073
0.493,52.2,13.101
0.494,52.30588235,13.129
0.495,52.41176471,13.157
0.496,52.51764706,13.185
0.497,52.62352941,13.214
0.498,52.72941176,13.242
0.499,52.83529412,13.27
0.5,52.94117647,13.298
0.501,53.04705882,13.327
0.502,53.15294118,13.355
0.503,53.25882353,13.383
0.504,53.36470588,13.411
0.505,53.47058824,13.44
0.506,53.57647059,13.468
0.507,53.68235294,13.496
0.508,53.78823529,13.525
0.509,53.89411765,13.553
0.51,54,13.581
0.511,54.10588235,13.61
0.512,54.21176471,13.638
0.513,54.31764706,13.666
0.514,54.42352941,13.695
0.515,54.52941176,13.723
0.516,54.63529412,13.752
0.517,54.74117647,13.78
0.518,54.84705882,13.808
0.519,54.95294118,13.837
0.52,55.05882353,13.865
0.521,55.16470588,13.894
0.522,55.27058824,13.922
0.523,55.37647059,13.951
0.524,55.48235294,13.979
0.525,55.58823529,14.008
0.526,55.69411765,14.036
0.527,55.8,14.065
0.528,55.90588235,14.093
0.529,56.01176471,14.122
0.53,56.11764706,14.15
0.531,56.22352941,14.179
0.532,56.32941176,14.207
0.533,56.43529412,14.236
0.534,56.54117647,14.264
0.535,56.64705882,14.293
0.536,56.75294118,14.321
0.537,56.85882353,14.35
0.538,56.96470588,14.379
0.539,57.07058824,14.407
0.54,57.17647059,14.436
0.541,57.28235294,14.464
0.542,57.38823529,14.493
0.543,57.49411765,14.522
0.544,57.6,14.55
0.545,57.70588235,14.579
0.546,57.81176471,14.608
0.547,57.91764706,14.636
0.548,58.02352941,14.665
0.549,58.12941176,14.694
0.55,58.23529412,14.722
0.551,58.34117647,14.751
0.552,58.44705882,14.78
0.553,58.55294118,14.808
0.554,58.65882353,14.837
0.555,58.76470588,14.866
0.556,58.87058824,14.895
0.557,58.97647059,14.923
0.558,59.08235294,14.952
0.559,59.18823529,14.981
0.56,59.29411765,15.01
0.561,59.4,15.038
0.562,59.50588235,15.067
0.563,59.61176471,15.096
0.564,59.71764706,15.125
0.565,59.82352941,15.154
0.566,59.92941176,15.183
0.567,60.03529412,15.211
0.568,60.14117647,15.24
0.569,60.24705882,15.269
0.57,60.35294118,15.298
0.571,60.45882353,15.327
0.572,60.56470588,15.356
0.573,60.67058824,15.385
0.574,60.77647059,15.414
0.575,60.88235294,15.443
0.576,60.98823529,15.472
0.577,61.09411765,15.5
0.578,61.2,15.529
0.579,61.30588235,15.558
0.58,61.41176471,15.587
0.581,61.51764706,15.616
0.582,61.62352941,15.645
0.583,61.72941176,15.674
0.584,61.83529412,15.703
0.585,61.94117647,15.732
0.586,62.04705882,15.761
0.587,62.15294118,15.79
0.588,62.25882353,15.819
0.589,62.36470588,15.849
0.59,62.47058824,15.878
0.591,62.57647059,15.907
0.592,62.68235294,15.936
0.593,62.78823529,15.965
0.594,62.89411765,15.994
0.595,63,16.023
0.596,63.10588235,16.052
0.597,63.21176471,16.081
0.598,63.31764706,16.111
0.599,63.42352941,16.14
0.6,63.52941176,16.169
0.601,63.63529412,16.198
0.602,63.74117647,16.227
0.603,63.84705882,16.256
0.604,63.95294118,16.286
0.605,64.05882353,16.315
0.606,64.16470588,16.344
0.607,64.27058824,16.373
0.608,64.37647059,16.403
0.609,64.48235294,16.432
0.61,64.58823529,16.461
0.611,64.69411765,16.49
0.612,64.8,16.52
0.613,64.90588235,16.549
0.614,65.01176471,16.578
0.615,65.11764706,16.608
0.616,65.22352941,16.637
0.617,65.32941176,16.666
0.618,65.43529412,16.696
0.619,65.54117647,16.725
0.62,65.64705882,16.754
0.621,65.75294118,16.784
0.622,65.85882353,16.813
0.623,65.96470588,16.842
0.624,66.07058824,16.872
0.625,66.17647059,16.901
0.626,66.28235294,16.931
0.627,66.38823529,16.96
0.628,66.49411765,16.99
0.629,66.6,17.019
0.63,66.70588235,17.048
0.631,66.81176471,17.078
0.632,66.91764706,17.107
0.633,67.02352941,17.137
0.634,67.12941176,17.166
0.635,67.23529412,17.196
0.636,67.34117647,17.225
0.637,67.44705882,17.255
0.638,67.55294118,17.285
0.639,67.65882353,17.314
0.64,67.76470588,17.344
0.641,67.87058824,17.373
0.642,67.97647059,17.403
0.643,68.08235294,17.432
0.644,68.18823529,17.462
0.645,68.29411765,17.492
0.646,68.4,17.521
0.647,68.50588235,17.551
0.648,68.61176471,17.581
0.649,68.71764706,17.61
0.65,68.82352941,17.64
0.651,68.92941176,17.67
0.652,69.03529412,17.699
0.653,69.14117647,17.729
0.654,69.24705882,17.759
0.655,69.35294118,17.789
0.656,69.45882353,17.818
0.657,69.56470588,17.848
0.658,69.67058824,17.878
0.659,69.77647059,17.908
0.66,69.88235294,17.937
0.661,69.98823529,17.967
0.662,70.09411765,17.997
0.663,70.2,18.027
0.664,70.30588235,18.057
0.665,70.41176471,18.086
0.666,70.51764706,18.116
0.667,70.62352941,18.146
0.668,70.72941176,18.176
0.669,70.83529412,18.206
0.67,70.94117647,18.236
0.671,71.04705882,18.266
0.672,71.15294118,18.296
0.673,71.25882353,18.326
0.674,71.36470588,18.355
0.675,71.47058824,18.385
0.676,71.57647059,18.415
0.677,71.68235294,18.445
0.678,71.78823529,18.475
0.679,71.89411765,18.505
0.68,72,18.535
0.681,72.10588235,18.565
0.682,72.21176471,18.595
0.683,72.31764706,18.625
0.684,72.42352941,18.655
0.685,72.52941176,18.686
0.686,72.63529412,18.716
0.687,72.74117647,18.746
0.688,72.84705882,18.776
0.689,72.95294118,18.806
0.69,73.05882353,18.836
0.691,73.16470588,18.866
0.692,73.27058824,18.896
0.693,73.37647059,18.926
0.694,73.48235294,18.957
0.695,73.58823529,18.987
0.696,73.69411765,19.017
0.697,73.8,19.047
0.698,73.90588235,19.077
0.699,74.01176471,19.108
0.7,74.11764706,19.138
0.701,74.22352941,19.168
0.702,74.32941176,19.198
0.703,74.43529412,19.229
0.704,74.54117647,19.259
0.705,74.64705882,19.289
0.706,74.75294118,19.319
0.707,74.85882353,19.35
0.708,74.96470588,19.38
0.709,75.07058824,19.41
0.71,75.17647059,19.441
0.711,75.28235294,19.471
0.712,75.38823529,19.501
0.713,75.49411765,19.532
0.714,75.6,19.562
0.715,75.70588235,19.593
0.716,75.81176471,19.623
0.717,75.91764706,19.654
0.718,76.02352941,19.684
0.719,76.12941176,19.714
0.72,76.23529412,19.745
0.721,76.34117647,19.775
0.722,76.44705882,19.806
0.723,76.55294118,19.836
0.724,76.65882353,19.867
0.725,76.76470588,19.897
0.726,76.87058824,19.928
0.727,76.97647059,19.958
0.728,77.08235294,19.989
0.729,77.18823529,20.02
0.73,77.29411765,20.05
0.731,77.4,20.081
0.732,77.50588235,20.111
0.733,77.61176471,20.142
0.734,77.71764706,20.173
0.735,77.82352941,20.203
0.736,77.92941176,20.234
0.737,78.03529412,20.265
0.738,78.14117647,20.295
0.739,78.24705882,20.326
0.74,78.35294118,20.357
0.741,78.45882353,20.387
0.742,78.56470588,20.418
0.743,78.67058824,20.449
0.744,78.77647059,20.48
0.745,78.88235294,20.51
0.746,78.98823529,20.541
0.747,79.09411765,20.572
0.748,79.2,20.603
0.749,79.30588235,20.634
0.75,79.41176471,20.665
0.751,79.51764706,20.695
0.752,79.62352941,20.726
0.753,79.72941176,20.757
0.754,79.83529412,20.788
0.755,79.94117647,20.819
0.756,80.04705882,20.85
0.757,80.15294118,20.881
0.758,80.25882353,20.912
0.759,80.36470588,20.943
0.76,80.47058824,20.974
0.761,80.57647059,21.005
0.762,80.68235294,21.036
0.763,80.78823529,21.067
0.764,80.89411765,21.098
0.765,81,21.129
0.766,81.10588235,21.16
0.767,81.21176471,21.191
0.768,81.31764706,21.222
0.769,81.42352941,21.253
0.77,81.52941176,21.284
0.771,81.63529412,21.315
0.772,81.74117647,21.346
0.773,81.84705882,21.377
0.774,81.95294118,21.408
0.775,82.05882353,21.44
0.776,82.16470588,21.471
0.777,82.27058824,21.502
0.778,82.37647059,21.533
0.779,82.48235294,21.564
0.78,82.58823529,21.596
0.781,82.69411765,21.627
0.782,82.8,21.658
0.783,82.90588235,21.689
0.784,83.01176471,21.721
0.785,83.11764706,21.752
0.786,83.22352941,21.783
0.787,83.32941176,21.814
0.788,83.43529412,21.846
0.789,83.54117647,21.877
0.79,83.64705882,21.909
0.791,83.75294118,21.94
0.792,83.85882353,21.971
0.793,83.96470588,22.003
0.794,84.07058824,22.034
0.795,84.17647059,22.065
0.796,84.28235294,22.097
0.797,84.38823529,22.128
0.798,84.49411765,22.16
0.799,84.6,22.191
0.8,84.70588235,22.223
0.801,84.81176471,22.254
0.802,84.91764706,22.286
0.803,85.02352941,22.317
0.804,85.12941176,22.349
0.805,85.23529412,22.38
0.806,85.34117647,22.412
0.807,85.44705882,22.444
0.808,85.55294118,22.475
0.809,85.65882353,22.507
0.81,85.76470588,22.539
0.811,85.87058824,22.57
0.812,85.97647059,22.602
0.813,86.08235294,22.633
0.814,86.18823529,22.665
0.815,86.29411765,22.697
0.816,86.4,22.729
0.817,86.50588235,22.76
0.818,86.61176471,22.792
0.819,86.71764706,22.824
0.82,86.82352941,22.856
0.821,86.92941176,22.887
0.822,87.03529412,22.919
0.823,87.14117647,22.951
0.824,87.24705882,22.983
0.825,87.35294118,23.015
0.826,87.45882353,23.047
0.827,87.56470588,23.078
0.828,87.67058824,23.11
0.829,87.77647059,23.142
0.83,87.88235294,23.174
0.831,87.98823529,23.206
0.832,88.09411765,23.238
0.833,88.2,23.27
0.834,88.30588235,23.302
0.835,88.41176471,23.334
0.836,88.51764706,23.366
0.837,88.62352941,23.398
0.838,88.72941176,23.43
0.839,88.83529412,23.462
0.84,88.94117647,23.494
0.841,89.04705882,23.526
0.842,89.15294118,23.558
0.843,89.25882353,23.59
0.844,89.36470588,23.622
0.845,89.47058824,23.655
0.846,89.57647059,23.687
0.847,89.68235294,23.719
0.848,89.78823529,23.751
0.849,89.89411765,23.783
0.85,90,23.816
